../data/s1/1.pgm,0
../data/s1/10.pgm,0
../data/s1/2.pgm,0
../data/s1/3.pgm,0
../data/s1/4.pgm,0
../data/s10/1.pgm,1
../data/s10/10.pgm,1
../data/s10/2.pgm,1
../data/s10/3.pgm,1
../data/s10/4.pgm,1
../data/s11/1.pgm,2
../data/s11/10.pgm,2
../data/s11/2.pgm,2
../data/s11/3.pgm,2
../data/s11/4.pgm,2
../data/s12/1.pgm,3
../data/s12/10.pgm,3
../data/s12/2.pgm,3
../data/s12/3.pgm,3
../data/s12/4.pgm,3
../data/s13/1.pgm,4
../data/s13/10.pgm,4
../data/s13/2.pgm,4
../data/s13/3.pgm,4
../data/s13/4.pgm,4
../data/s14/1.pgm,5
../data/s14/10.pgm,5
../data/s14/2.pgm,5
../data/s14/3.pgm,5
../data/s14/4.pgm,5
../data/s15/1.pgm,6
../data/s15/10.pgm,6
../data/s15/2.pgm,6
../data/s15/3.pgm,6
../data/s15/4.pgm,6
../data/s16/1.pgm,7
../data/s16/10.pgm,7
../data/s16/2.pgm,7
../data/s16/3.pgm,7
../data/s16/4.pgm,7
../data/s17/1.pgm,8
../data/s17/10.pgm,8
../data/s17/2.pgm,8
../data/s17/3.pgm,8
../data/s17/4.pgm,8
../data/s18/1.pgm,9
../data/s18/10.pgm,9
../data/s18/2.pgm,9
../data/s18/3.pgm,9
../data/s18/4.pgm,9
../data/s19/1.pgm,10
../data/s19/10.pgm,10
../data/s19/2.pgm,10
../data/s19/3.pgm,10
../data/s19/4.pgm,10
../data/s2/1.pgm,11
../data/s2/10.pgm,11
../data/s2/2.pgm,11
../data/s2/3.pgm,11
../data/s2/4.pgm,11
../data/s20/1.pgm,12
../data/s20/10.pgm,12
../data/s20/2.pgm,12
../data/s20/3.pgm,12
../data/s20/4.pgm,12
../data/s21/1.pgm,13
../data/s21/10.pgm,13
../data/s21/2.pgm,13
../data/s21/3.pgm,13
../data/s21/4.pgm,13
../data/s22/1.pgm,14
../data/s22/10.pgm,14
../data/s22/2.pgm,14
../data/s22/3.pgm,14
../data/s22/4.pgm,14
../data/s23/1.pgm,15
../data/s23/10.pgm,15
../data/s23/2.pgm,15
../data/s23/3.pgm,15
../data/s23/4.pgm,15
../data/s24/1.pgm,16
../data/s24/10.pgm,16
../data/s24/2.pgm,16
../data/s24/3.pgm,16
../data/s24/4.pgm,16
../data/s25/1.pgm,17
../data/s25/10.pgm,17
../data/s25/2.pgm,17
../data/s25/3.pgm,17
../data/s25/4.pgm,17
../data/s26/1.pgm,18
../data/s26/10.pgm,18
../data/s26/2.pgm,18
../data/s26/3.pgm,18
../data/s26/4.pgm,18
../data/s27/1.pgm,19
../data/s27/10.pgm,19
../data/s27/2.pgm,19
../data/s27/3.pgm,19
../data/s27/4.pgm,19
../data/s28/1.pgm,20
../data/s28/10.pgm,20
../data/s28/2.pgm,20
../data/s28/3.pgm,20
../data/s28/4.pgm,20
../data/s29/1.pgm,21
../data/s29/10.pgm,21
../data/s29/2.pgm,21
../data/s29/3.pgm,21
../data/s29/4.pgm,21
../data/s3/1.pgm,22
../data/s3/10.pgm,22
../data/s3/2.pgm,22
../data/s3/3.pgm,22
../data/s3/4.pgm,22
../data/s30/1.pgm,23
../data/s30/10.pgm,23
../data/s30/2.pgm,23
../data/s30/3.pgm,23
../data/s30/4.pgm,23
../data/s31/1.pgm,24
../data/s31/10.pgm,24
../data/s31/2.pgm,24
../data/s31/3.pgm,24
../data/s31/4.pgm,24
../data/s32/1.pgm,25
../data/s32/10.pgm,25
../data/s32/2.pgm,25
../data/s32/3.pgm,25
../data/s32/4.pgm,25
../data/s33/1.pgm,26
../data/s33/10.pgm,26
../data/s33/2.pgm,26
../data/s33/3.pgm,26
../data/s33/4.pgm,26
../data/s34/1.pgm,27
../data/s34/10.pgm,27
../data/s34/2.pgm,27
../data/s34/3.pgm,27
../data/s34/4.pgm,27
../data/s35/1.pgm,28
../data/s35/10.pgm,28
../data/s35/2.pgm,28
../data/s35/3.pgm,28
../data/s35/4.pgm,28
../data/s36/1.pgm,29
../data/s36/10.pgm,29
../data/s36/2.pgm,29
../data/s36/3.pgm,29
../data/s36/4.pgm,29
../data/s37/1.pgm,30
../data/s37/10.pgm,30
../data/s37/2.pgm,30
../data/s37/3.pgm,30
../data/s37/4.pgm,30
../data/s38/1.pgm,31
../data/s38/10.pgm,31
../data/s38/2.pgm,31
../data/s38/3.pgm,31
../data/s38/4.pgm,31
../data/s39/1.pgm,32
../data/s39/10.pgm,32
../data/s39/2.pgm,32
../data/s39/3.pgm,32
../data/s39/4.pgm,32
../data/s4/1.pgm,33
../data/s4/10.pgm,33
../data/s4/2.pgm,33
../data/s4/3.pgm,33
../data/s4/4.pgm,33
../data/s40/1.pgm,34
../data/s40/10.pgm,34
../data/s40/2.pgm,34
../data/s40/3.pgm,34
../data/s40/4.pgm,34
../data/s5/1.pgm,35
../data/s5/10.pgm,35
../data/s5/2.pgm,35
../data/s5/3.pgm,35
../data/s5/4.pgm,35
../data/s6/1.pgm,36
../data/s6/10.pgm,36
../data/s6/2.pgm,36
../data/s6/3.pgm,36
../data/s6/4.pgm,36
../data/s7/1.pgm,37
../data/s7/10.pgm,37
../data/s7/2.pgm,37
../data/s7/3.pgm,37
../data/s7/4.pgm,37
../data/s8/1.pgm,38
../data/s8/10.pgm,38
../data/s8/2.pgm,38
../data/s8/3.pgm,38
../data/s8/4.pgm,38
../data/s9/1.pgm,39
../data/s9/10.pgm,39
../data/s9/2.pgm,39
../data/s9/3.pgm,39
../data/s9/4.pgm,39
